cz,czname,state_id,pop2000,s_rank,e_rank_b,prob_p1_k5,bowl90,mergebowlingalleys,bowl_per_capita
100,Johnson City,Tennessee,576081,.37169999,38.387501,.06219881,10,matched (3),.1735867
200,Morristown,Tennessee,227816,.35611001,37.776752,.05365194,3,matched (3),.13168521
301,Middlesborough,Tennessee,66708,.37557,39.049252,.072635137,2,matched (3),.29981411
302,Knoxville,Tennessee,727600,.37253001,37.841248,.056281213,9,matched (3),.12369434
401,Winston-Salem,North Carolina,493180,.38913,36.96925,.044800792,5,matched (3),.10138286
402,Martinsville,Virginia,92753,.42256999,37.29525,.051835854,2,matched (3),.21562645
500,Greensboro,North Carolina,1055133,.39521,36.477249,.047396939,13,matched (3),.12320722
601,North Wilkesboro,North Carolina,90016,.38885999,38.344498,.051663127,1,matched (3),.11109136
602,Galax,Virginia,64676,.41348001,40.813,.079569891,1,matched (3),.15461686
700,Spartanburg,South Carolina,354533,.40439999,36.405998,.04311119,4,matched (3),.11282448
800,Gastonia,North Carolina,413331,.41628999,35.43425,.051527306,5,matched (3),.12096842
900,Charlotte,North Carolina,1423942,.39704001,35.834999,.043785237,10,matched (3),.070227578
1002,Morganton,North Carolina,164760,.37279001,37.550751,.054446463,3,matched (3),.18208303
1100,Hickory,North Carolina,375363,.41510001,35.556499,.04496967,4,matched (3),.10656352
1201,Franklin,North Carolina,44861,.33776,41.237999,.056661561,1,matched (3),.22291076
1203,Asheville,North Carolina,398505,.31935999,39.013,.063380279,7,matched (3),.17565651
1204,Andrews,North Carolina,59681,.30434999,40.832748,.080481037,1,matched (3),.16755751
1302,Florence,South Carolina,548986,.39379999,35.914001,.0356782,7,matched (3),.12750781
1400,Fayetteville,North Carolina,644101,.37436,34.774998,.038247012,7,matched (3),.10867861
1500,Wilmington,North Carolina,361559,.34638,35.862499,.041803397,4,matched (3),.11063201
1600,Wilson,North Carolina,216840,.43130001,35.038502,.031958379,3,matched (3),.13835086
1701,Raleigh,North Carolina,1412127,.38949001,36.932251,.049986634,13,matched (3),.092059709
1800,Goldsboro,North Carolina,222553,.39567,37.619751,.045354951,2,matched (3),.089866236
1900,Jacksonville,North Carolina,536909,.38275,37.207748,.04700724,8,matched (3),.14900105
2000,Virginia Beach,Virginia,1119468,.38389,37.92725,.053550944,17,matched (3),.15185785
2100,Washington,North Carolina,124216,.37628999,37.506248,.049788479,3,matched (3),.24151479
2200,South Boston,Virginia,158234,.43979999,37.988998,.049048752,1,matched (3),.063197546
2300,Lynchburg,Virginia,228616,.3969,39.2425,.067359142,2,matched (3),.087482944
2400,Richmond,Virginia,1040192,.40042999,37.87175,.054764673,17,matched (3),.16343136
2500,Newport News,Virginia,570854,.39982,38.052502,.051365763,9,matched (3),.15765853
2600,Roanoke Rapids,North Carolina,139055,.46087,35.58675,.032752901,2,matched (3),.14382797
2700,Gulfport,Mississippi,458674,.34167999,39.334,.067107029,4,matched (3),.087207906
2800,Laurel,Mississippi,120505,.43610999,40.06675,.069207057,2,matched (3),.16596822
2900,Hattiesburg,Mississippi,157181,.38949001,39.391251,.060510889,2,matched (3),.12724183
3001,Kosciusko,Mississippi,41270,.48800999,37.347248,.035489667,1,matched (3),.24230675
3003,Jackson,Mississippi,546560,.41993999,36.372501,.037534047,4,matched (3),.073185012
3202,Natchez,Mississippi,69653,.43726,38.773499,.048746027,1,matched (3),.14356883
3203,Vicksburg,Mississippi,84943,.41933,35.331249,.031178208,2,matched (3),.23545201
3300,New Orleans,Louisiana,1381652,.39679,38.179749,.051212866,17,matched (3),.12304112
3400,Houma,Louisiana,271365,.40068001,43.973999,.11346915,6,matched (3),.22110441
3500,Baton Rouge,Louisiana,806561,.40549999,39.294502,.060396895,5,matched (3),.061991591
3600,Alexandria,Louisiana,186516,.40415999,40.066998,.067212842,2,matched (3),.1072294
3700,Lake Charles,Louisiana,335960,.33976999,42.560249,.09711846,4,matched (3),.11906179
3800,Lafayette,Louisiana,548154,.38124001,43.189003,.095053539,3,matched (3),.054729145
3901,Monroe,Louisiana,253878,.41474,37.8895,.055185098,2,matched (3),.078777999
4001,Magnolia,Arkansas,34162,.41896999,38.562248,.060388945,1,matched (3),.29272291
4002,Shreveport,Louisiana,499101,.43503001,38.13575,.052718505,3,matched (3),.060108073
4101,Crossett,Arkansas,24209,.38687,38.567749,.041538462,1,matched (3),.41306952
4200,Little Rock,Arkansas,630854,.39308,37.990002,.053561717,5,matched (3),.079257645
4302,Searcy,Arkansas,94324,.37224001,41.313,.089104541,1,matched (3),.10601756
4401,London,Kentucky,144931,.35721999,39.095497,.063895307,3,matched (3),.20699506
4402,Richmond,Kentucky,116256,.34829,38.853249,.059086841,1,matched (3),.086017065
4502,Hazard,Kentucky,117919,.2744,42.679001,.13065937,3,matched (3),.25441194
4601,Campbellsville,Kentucky,83451,.33136001,41.917,.071428575,2,matched (3),.2396616
4602,Somerset,Kentucky,123981,.39792001,39.055,.06271451,2,matched (3),.16131504
4702,Clarksdale,Mississippi,141711,.47959,34.24675,.027132504,1,matched (3),.070566155
4800,Greenville,Mississippi,146833,.47114,33.6105,.02210159,1,matched (3),.06810458
4901,Jackson,Tennessee,198166,.39669001,37.32325,.047488127,2,matched (3),.10092549
4902,Dyersburg,Tennessee,92131,.45120999,36.499249,.043111529,1,matched (3),.1085411
4903,Lexington,Tennessee,44884,.36184999,40.994251,.081659973,1,matched (3),.22279654
5000,Tupelo,Mississippi,197774,.42111,37.740753,.043573417,1,matched (3),.050562762
5100,Corinth,Mississippi,129508,.38925001,39.048252,.06576325,1,matched (3),.077215306
5201,New Albany,Mississippi,54214,.42625999,39.295502,.054625552,1,matched (3),.1844542
5202,Memphis,Tennessee,1154338,.41648999,33.74725,.028182739,8,matched (3),.069303788
5300,West Memphis,Arkansas,138746,.4375,35.218498,.032014072,2,matched (3),.14414831
5401,Bowling Green,Kentucky,164944,.35468999,40.352249,.064267352,3,matched (3),.18187991
5500,Columbia,Tennessee,159374,.30425,39.436253,.057019267,3,matched (3),.18823647
5600,Nashville,Tennessee,1246338,.35681,38.202251,.057263449,18,matched (3),.1444231
5700,Tullahoma,Tennessee,130610,.37467,39.182747,.061447427,1,matched (3),.076563813
5800,Dickson,Tennessee,138212,.36409,39.722248,.071536146,2,matched (3),.14470524
5900,Clarksville,Tennessee,252059,.34193999,39.189503,.059968848,4,matched (3),.158693
6000,Huntsville,Alabama,519583,.36263001,38.46875,.056676153,3,matched (3),.05773861
6100,Gadsden,Alabama,304068,.36822,41.170498,.071056664,9,matched (3),.29598641
6200,Florence,Alabama,230941,.36069,41.467251,.071067154,2,matched (3),.086602204
6301,McMinnville,Tennessee,84309,.36504,39.343998,.057225432,3,matched (3),.35583389
6302,Cookeville,Tennessee,98362,.30739999,41.245998,.072028808,1,matched (3),.10166528
6401,Chattanooga,Tennessee,490863,.36171001,37.94875,.057053063,4,matched (3),.081489131
6402,Crossville,Tennessee,104194,.34847999,40.566998,.070844688,1,matched (3),.095974818
6501,Ellijay,Georgia,43254,.27608001,40.678001,.064965196,1,matched (3),.23119248
6502,Cleveland,Tennessee,203077,.34509999,39.179501,.066822976,3,matched (3),.14772722
6600,Rome,Georgia,418304,.35703,37.421749,.048462134,2,matched (3),.047812119
6700,Tampa,Florida,2395997,.33546001,39.1325,.060128428,45,matched (3),.18781325
6800,Lakeland,Florida,598228,.34039,39.422752,.052058496,5,matched (3),.083580174
6900,Sarasota,Florida,763795,.30434999,39.228748,.068315662,8,matched (3),.10474014
7000,Miami,Florida,3955969,.26672,41.452,.072966084,35,matched (3),.088473901
7100,Port St. Lucie,Florida,1533306,.30329001,38.99625,.062430378,19,matched (3),.12391526
7200,Cape Coral,Florida,692265,.30116001,39.507999,.06019152,9,matched (3),.13000801
7300,Palm Bay,Florida,589177,.30721,39.416252,.06588921,9,matched (3),.15275545
7400,Orlando,Florida,1697906,.32616001,39.113998,.05781661,21,matched (3),.12368176
7500,Deltona,Florida,563598,.30836001,39.173,.058778916,5,matched (3),.088715717
7600,Jacksonville,Florida,1176696,.36144,37.532001,.04921316,14,matched (3),.1189772
7700,Lake City,Florida,149695,.37391999,38.742001,.049539458,2,matched (3),.133605
7800,Ocala,Florida,377001,.32901999,38.9505,.056420494,9,matched (3),.23872615
7900,Gainesville,Florida,320199,.36585,38.562252,.049674656,1,matched (3),.031230578
8000,Sumter,South Carolina,209914,.39267999,36.382,.034936707,1,matched (3),.047638558
8100,Columbia,South Carolina,722201,.39879,35.944752,.037213266,7,matched (3),.096925922
8202,Charleston,South Carolina,587297,.3436,37.687,.044469237,6,matched (3),.10216296
8300,Greenville,South Carolina,894291,.38079,37.081753,.046985749,11,matched (3),.12300247
8401,Aiken,Georgia,525842,.37976,36.209,.04104875,5,matched (3),.095085599
8501,Fitzgerald,Georgia,27415,.42002001,36.775501,.035914704,1,matched (3),.36476383
8503,Valdosta,Georgia,241530,.41479999,36.121998,.031849012,2,matched (3),.082805447
8601,Waycross,Georgia,113122,.38751999,37.603001,.044591743,1,matched (3),.088400133
8602,Brunswick,Georgia,93044,.32315999,36.181,.047382671,1,matched (3),.10747603
8800,Savannah,Georgia,434615,.35304999,36.083252,.040967092,6,matched (3),.13805322
8900,Macon,Georgia,386870,.38438001,35.454502,.032611173,4,matched (3),.1033939
9001,Vidalia,Georgia,108438,.41912001,38.272999,.048065297,2,matched (3),.18443719
9002,Milledgeville,Georgia,83808,.38732001,33.139,.032226563,1,matched (3),.11932035
9003,Dublin,Georgia,74610,.44058001,34.925499,.032026969,1,matched (3),.1340303
9100,Atlanta,Georgia,3798017,.36589,35.96825,.045329735,35,matched (3),.092153355
9302,Toccoa,Georgia,89228,.38058999,38.067749,.041666668,1,matched (3),.11207245
9400,Gainesville,Georgia,272150,.33521,39.547249,.069715701,2,matched (3),.073488884
9500,Talladega,Alabama,148252,.42206001,37.947498,.044903226,1,matched (3),.067452714
9600,LaGrange,Georgia,457299,.37312001,37.601002,.052343022,4,matched (3),.087470122
9701,Columbus,Georgia,303656,.37185001,35.243248,.034960333,3,matched (3),.098796003
9800,Auburn,Alabama,150911,.38956001,35.75,.034264803,1,matched (3),.06626422
9900,Tallahassee,Florida,426634,.36895001,37.873753,.047025815,1,matched (3),.023439294
10000,Panama City,Florida,172606,.33456001,39.184998,.058157489,3,matched (3),.17380624
10102,Thomasville,Georgia,66396,.39978999,36.29575,.032886196,1,matched (3),.15061149
10200,Albany,Georgia,181765,.37665999,34.530499,.027632687,2,matched (3),.11003219
10302,Dothan,Alabama,223605,.40724,39.018002,.058282208,2,matched (3),.089443438
10400,Meridian,Mississippi,157091,.4465,37.303501,.046772875,2,matched (3),.12731475
10501,Columbus,Mississippi,95083,.44751,36.021751,.036027852,1,matched (3),.10517127
10600,Jasper,Alabama,161169,.37902999,41.944752,.08658836,1,matched (3),.062046673
10700,Birmingham,Alabama,1038182,.39197999,37.5835,.050431833,10,matched (3),.096322224
10801,Tuscaloosa,Alabama,261112,.41753,36.855247,.040322579,2,matched (3),.076595485
10900,Pensacola,Florida,623252,.33476001,39.736,.061206341,11,matched (3),.17649361
11001,Mobile,Alabama,599405,.38806,38.019501,.051398002,5,matched (3),.083416052
11101,Montgomery,Alabama,367927,.43289,35.841248,.033037372,3,matched (3),.081537917
11201,Bluefield,Virginia,199334,.32368001,44.030998,.11074919,4,matched (3),.20066823
11202,Welch,West Virginia,53037,.27513,44.55225,.15991472,1,matched (3),.18854761
11203,Big Stone Gap,Virginia,84011,.32635999,43.633999,.10360825,2,matched (3),.23806407
11301,Fredericksburg,Virginia,241044,.34046,41.8675,.094581284,3,matched (3),.1244586
11302,Baltimore,Maryland,2512431,.41242999,38.831753,.064007394,56,matched (3),.22289169
11304,Washington DC,District of Columbia,4632415,.32956001,43.230999,.10981174,51,matched (3),.11009376
11401,Marquette,Michigan,121919,.292,45.139,.096565135,7,matched (3),.57415169
11402,Marinette,Michigan,114408,.33469,46.278252,.10272536,12,matched (3),1.0488777
11403,Sault Ste. Marie,Michigan,57510,.28099,42.14875,.099183194,4,matched (3),.69553119
11500,Jackson,Michigan,303839,.32982001,40.186501,.063088782,12,matched (3),.39494601
11600,Detroit,Michigan,5327827,.35834,37.331501,.054592762,168,matched (3),.31532556
11700,Lansing,Michigan,447728,.35016999,39.505249,.064116739,13,matched (3),.29035485
11800,Mount Pleasant,Michigan,136888,.36416,41.836002,.064615384,6,matched (3),.43831453
11900,Saginaw,Michigan,540707,.34869,40.907249,.064408086,27,matched (3),.49934623
12001,Big Rapids,Michigan,120045,.33322001,41.5415,.074307919,6,matched (3),.49981257
12002,Ludington,Michigan,52801,.36004999,42.238251,.076073617,2,matched (3),.37878069
12100,Kalamazoo,Michigan,509606,.38547,37.98175,.052623134,23,matched (3),.45132905
12200,Grand Rapids,Michigan,1286045,.3777,40.123501,.063729167,60,matched (3),.46654665
12301,Traverse City,Michigan,154452,.30500001,41.667,.074248672,8,matched (3),.51796025
12302,Petoskey,Michigan,83975,.28733999,42.112499,.076555021,6,matched (3),.71449834
12401,Alpena,Michigan,84783,.34548,41.988003,.078644067,4,matched (3),.4717927
12402,Grayling charter,Michigan,104421,.29703999,42.007,.074889868,6,matched (3),.57459706
12501,Dayton,Ohio,1179009,.39673001,38.262249,.048814505,46,matched (3),.39015818
12502,Washington Court House,Ohio,109851,.37873,38.66925,.053333335,4,matched (3),.3641296
12600,Wayne,Indiana,104034,.37786001,37.314499,.053981107,3,matched (3),.28836727
12701,Cincinnati,Ohio,1954800,.42927,37.855751,.051211949,52,matched (3),.26601186
12800,Washington,Indiana,134026,.34728,43.459999,.10658772,5,matched (3),.37306195
12901,Lexington-Fayette,Kentucky,525970,.37983999,36.946999,.053744998,7,matched (3),.13308744
12903,Danville,Kentucky,86667,.35613999,39.6525,.072749689,2,matched (3),.23076834
13000,Elizabethtown,Kentucky,176597,.32811001,42.362751,.081598945,2,matched (3),.11325221
13101,Louisville,Kentucky,1100767,.38738,37.8755,.051995486,22,matched (3),.19986065
13102,Madison,Indiana,49985,.40922001,40.802502,.093827158,1,matched (3),.20006002
13103,Bardstown,Kentucky,66605,.36612999,44.11525,.076216713,1,matched (3),.15013888
13200,Owensboro,Kentucky,177640,.35931,43.344749,.092302568,5,matched (3),.28146812
13300,Findlay,Ohio,246623,.34808001,44.021999,.07361456,16,matched (3),.64876348
13400,Lima,Ohio,260393,.38155001,44.66275,.069481768,18,matched (3),.69126284
13501,Toledo,Ohio,834343,.36815,39.387749,.057480805,34,matched (3),.40750626
13502,Defiance,Ohio,98981,.32885,43.702251,.081473216,7,matched (3),.70720643
13600,South Bend,Indiana,657906,.38743001,39.226749,.060134567,25,matched (3),.3799935
13700,Concord,Indiana,372184,.32391,42.164749,.073400989,17,matched (3),.45676333
13800,Wayne,Indiana,129528,.33686,42.8755,.09151414,4,matched (3),.30881354
13900,Center,Indiana,192308,.32345,40.443253,.066135086,6,matched (3),.3119995
14000,Muncie,Indiana,415487,.38089001,37.951248,.05317324,18,matched (3),.43322656
14100,Fort Wayne,Indiana,557161,.38108,40.560001,.065946564,23,matched (3),.41280708
14200,Indianapolis,Indiana,1507346,.3976,37.225002,.049006324,23,matched (3),.15258607
14300,Columbus,Indiana,163284,.38823,39.689751,.07468643,5,matched (3),.30621493
14400,Terre Haute,Indiana,261832,.35653001,42.252251,.082625255,9,matched (3),.34373185
14500,Lafayette,Indiana,347966,.33864,43.061001,.090833567,12,matched (3),.34486127
14600,Bloomington,Indiana,280923,.35025999,41.237499,.087185852,9,matched (3),.32037249
14700,Evansville,Indiana,388604,.39820999,43.605247,.079238921,13,matched (3),.33453077
14801,Olney,Illinois,55642,.33783001,47.32275,.11693989,3,matched (3),.53916109
14802,Vincennes,Indiana,54708,.38754001,45.0425,.10983982,2,matched (3),.36557725
14900,Gary,Indiana,675971,.35831001,40.69775,.081390135,18,matched (3),.2662836
15000,Canton,Ohio,700866,.37768999,41.757252,.064910851,35,matched (3),.4993822
15100,Lorain,Ohio,423702,.35321999,39.6395,.056600116,19,matched (3),.44842836
15200,Cleveland,Ohio,2661167,.40522,38.202499,.050859265,104,matched (3),.39080599
15300,Parkersburg,West Virginia,202967,.36654001,41.542503,.070894405,5,matched (3),.24634546
15400,Zanesville,Ohio,188410,.40779999,41.222,.06840761,8,matched (3),.42460591
15500,Steubenville,Ohio,132008,.41036999,41.037251,.072718151,6,matched (3),.4545179
15600,Wheeling,West Virginia,195637,.33778,45.414501,.12540402,7,matched (3),.35780552
15700,Scioto,Ohio,225682,.39243001,38.334751,.064859003,5,matched (3),.22155067
15800,Athens,Ohio,142321,.32791001,40.422752,.074712642,4,matched (3),.28105479
15900,Columbus,Ohio,1663807,.40612,37.688999,.049094066,34,matched (3),.20435062
16000,Mansfield,Ohio,326186,.38611001,40.429752,.064460784,17,matched (3),.52117503
16100,State College,Pennsylvania,310658,.29769,47.519253,.11312765,7,matched (3),.22532818
16200,Altoona,Pennsylvania,411749,.35234001,47.1315,.10237691,13,matched (3),.31572634
16300,Pittsburgh,Pennsylvania,2561364,.35868999,45.185249,.09514869,79,matched (3),.30842942
16400,Youngstown,Ohio,809682,.38789001,41.349251,.066974595,33,matched (3),.40756741
16500,Erie,Pennsylvania,659098,.35530001,43.7085,.075166807,36,matched (3),.54620099
16600,Roanoke,Virginia,468038,.37871,39.633751,.064016424,9,matched (3),.19229208
16701,Elkins,West Virginia,60271,.35308999,44.845249,.10579937,3,matched (3),.49775183
16702,Morgantown,West Virginia,259942,.35870001,43.9715,.10495847,8,matched (3),.30776095
16703,Buckhannon,West Virginia,40323,.31560999,46.567249,.12641084,1,matched (3),.24799742
16801,Beckley,West Virginia,174251,.34531999,43.439999,.10644503,5,matched (3),.28694239
16802,Summersville,West Virginia,58143,.3682,46.493,.12852897,2,matched (3),.34397951
16901,Charleston,West Virginia,347345,.32576001,42.339001,.097229391,7,matched (3),.20152874
17000,Pikeville,Kentucky,204354,.31812999,43.221249,.13784038,4,matched (3),.19573876
17100,Huntington,Kentucky,344380,.35528001,39.776001,.068505749,10,matched (3),.2903769
17200,Harrisonburg,Virginia,174641,.31661001,44.126247,.093889713,4,matched (3),.22904129
17300,Staunton,Virginia,188559,.35556,41.866001,.068016194,3,matched (3),.1591014
17400,Hagerstown,Pennsylvania,408535,.35854,42.877499,.087094583,10,matched (3),.24477707
17501,Cumberland,Maryland,155822,.3515,43.719498,.096905537,6,matched (3),.38505474
17502,Winchester,Virginia,115649,.35387,41.65575,.097297296,2,matched (3),.17293708
17600,Charlottesville,Virginia,273489,.36047,39.23275,.061382599,3,matched (3),.10969362
17700,Syracuse,New York,1080612,.36307999,42.341999,.076672107,53,matched (3),.49046281
17800,Oneonta,New York,161132,.32394999,44.63575,.092883892,11,matched (3),.68267012
17900,Union,New York,294558,.32732001,43.73,.088044025,13,matched (3),.44133922
18000,Buffalo,New York,2369699,.36847001,41.969749,.066782549,115,matched (3),.48529372
18100,Elmira,New York,346894,.32444999,44.199249,.093692213,16,matched (3),.461236
18201,Olean,New York,197898,.34373,45.078251,.080133051,10,matched (3),.50531083
18202,St. Marys,Pennsylvania,41086,.30300999,48.175247,.16298343,1,matched (3),.24339192
18300,Watertown,New York,250613,.33107001,44.70575,.10118044,18,matched (3),.71823889
18400,Plattsburgh,New York,169879,.32413,43.599251,.085456684,11,matched (3),.64751971
18500,Amsterdam,New York,110160,.32210001,43.411503,.082840234,8,matched (3),.72621644
18600,Albany,New York,1061509,.35782,43.149502,.083333336,47,matched (3),.44276592
18700,Sunbury,Pennsylvania,191962,.31713,47.929249,.11136677,8,matched (3),.41674915
18800,Scranton,Pennsylvania,857487,.31454,45.879501,.10745317,19,matched (3),.2215777
18900,Williamsport,Pennsylvania,227275,.32554001,47.100502,.10162095,9,matched (3),.39599603
19000,Allentown,Pennsylvania,637958,.35914999,44.842747,.082631499,11,matched (3),.17242515
19100,Reading,Pennsylvania,1114959,.34854999,45.528748,.096309543,21,matched (3),.18834773
19200,Harrisburg,Pennsylvania,1051424,.35977,43.946251,.079268292,32,matched (3),.30434915
19300,Poughkeepsie,New York,873232,.32999,42.550751,.094835781,26,matched (3),.29774448
19400,New York,New York,11781395,.32999,43.755753,.10500084,136,matched (3),.11543625
19500,Toms River,New Jersey,1126217,.32328999,45.215248,.12229786,13,matched (3),.11543068
19600,Newark,New Jersey,5822286,.35012001,44.063999,.10242597,86,matched (3),.14770831
19700,Philadelphia,Pennsylvania,5602247,.39348999,40.845249,.074011669,76,matched (3),.13565986
19800,Wilmington,Delaware,586216,.39159,37.721748,.065723926,9,matched (3),.15352702
19901,Dover,Delaware,439269,.38977,38.692249,.062596008,9,matched (3),.20488584
19902,Easton,Maryland,154018,.40169001,39.890251,.062635928,2,matched (3),.12985495
20001,Bangor,Maine,289843,.3037,41.7775,.080909684,12,matched (3),.41401723
20002,Calais,Maine,33941,.31033999,38.940498,.068027213,1,matched (3),.29462892
20003,Presque Isle,Maine,73938,.34799999,43.637001,.085585587,5,matched (3),.67624223
20100,Portland,Maine,690459,.29363999,42.807999,.080598019,26,matched (3),.37656111
20200,Burlington,Vermont,321496,.30818,43.807503,.093187854,10,matched (3),.31104586
20301,Berlin,Vermont,95549,.29405001,44.84325,.083530806,5,matched (3),.52329171
20302,Claremont,Vermont,265884,.2649,44.266499,.078877002,8,matched (3),.30088308
20401,Providence,Rhode Island,1582997,.33327001,43.368748,.08209534,30,matched (3),.18951394
20500,Boston,Massachusetts,4974945,.32229,44.610252,.10484998,91,matched (3),.1829166
20600,Manchester,New Hampshire,1193391,.29563999,44.238003,.10015175,23,matched (3),.19272812
20700,Keene,New Hampshire,118041,.26594001,43.182499,.090111643,5,matched (3),.42358163
20800,Springfield,Massachusetts,680014,.36607,41.491749,.068050474,17,matched (3),.24999486
20901,Bridgeport,Connecticut,3405565,.35936999,42.44825,.078617893,60,matched (3),.17618223
20902,Pittsfield,Massachusetts,171947,.30781999,42.511501,.086519115,8,matched (3),.46525964
21001,Ashland,Wisconsin,47701,.31670001,46.2015,.091032609,4,matched (3),.83855683
21002,Houghton,Michigan,47063,.28963,46.685749,.10227273,1,matched (3),.21248114
21003,Ironwood,Michigan,32049,.29769999,46.2015,.12138728,3,matched (3),.93606663
21004,Rhinelander,Wisconsin,67833,.30761001,45.749249,.10628019,6,matched (3),.88452524
21101,Rice Lake,Wisconsin,92542,.32618999,46.72575,.10152621,7,matched (3),.75641328
21102,Amery,Wisconsin,56993,.27125999,46.900501,.12855007,3,matched (3),.52638042
21201,Hutchinson,Minnesota,72898,.24307001,52.64875,.17706576,2,matched (3),.27435595
21202,Redwood Falls,Minnesota,33969,.27252001,56.181,.1971831,1,matched (3),.29438606
21301,Mankato,Minnesota,149925,.24229001,51.876251,.12634408,7,matched (3),.46690011
21302,Owatonna,Minnesota,109871,.28635001,48.53875,.13793103,4,matched (3),.36406332
21400,St. Cloud,Minnesota,254139,.25926,51.024502,.1268896,13,matched (3),.51153111
21501,Minneapolis,Minnesota,2904389,.33842999,44.168751,.085201129,86,matched (3),.2961036
21502,Pine City,Minnesota,41526,.31726,47.143501,.10969793,2,matched (3),.48162597
21600,Brainerd,Minnesota,141542,.31941,45.696251,.084274545,6,matched (3),.42390245
21701,Rochester,Minnesota,228867,.25387999,50.495003,.14215985,12,matched (3),.52432197
21702,Austin,Minnesota,71187,.29991999,49.125999,.11773255,2,matched (3),.28095016
21801,Mason City,Iowa,78179,.3062,49.992001,.12659846,5,matched (3),.63955796
21802,Decorah,Iowa,72111,.23887999,56.560001,.16571428,6,matched (3),.83205056
21900,Marshalltown,Iowa,113442,.29481,48.41925,.11263467,8,matched (3),.70520616
22001,Waterloo,Iowa,222112,.33741,48.921249,.12246586,11,matched (3),.49524564
22100,Iowa City,Iowa,203768,.29344001,47.033001,.093184978,7,matched (3),.34352794
22200,Cedar Rapids,Iowa,252901,.29205999,47.5205,.11731844,16,matched (3),.6326586
22300,Ottumwa,Iowa,142385,.27572,49.188,.12449799,5,matched (3),.35116059
22400,Sheboygan,Wisconsin,195533,.31198999,47.179749,.13809082,15,matched (3),.76713395
22500,Oshkosh,Wisconsin,549651,.30238,47.7495,.11485497,42,matched (3),.76412123
22601,Green Bay,Wisconsin,310560,.30937999,47.248501,.091099039,24,matched (3),.77279752
22602,Shawano,Wisconsin,65966,.35253999,44.2355,.083900228,5,matched (3),.75796622
